series,horizon,median,pi80_lo,pi80_hi,pi90_lo,pi90_hi
gurkor,56,13.789350623203145,13.259544770348372,14.36393478010397,13.073901121745175,14.57149437584931
gurkor,57,13.785044951111228,13.24948547381976,14.361770208079097,13.056520643234604,14.58187928440215
gurkor,58,13.790264710632808,13.240981272382658,14.368454664504496,13.037479073768125,14.57899518168754
gurkor,59,13.793327515746533,13.225730461653798,14.376600899236454,13.045379487719332,14.581933218422076
gurkor,60,13.793636022525948,13.223609819267484,14.37978183487993,13.030624967825117,14.590129800854845
gurkor,61,13.794151415720084,13.208323159404769,14.386205867212935,13.027538039463911,14.593338358689977
gurkor,62,13.788065872239514,13.211926816970388,14.402705748309693,13.018614750970569,14.615415421301776
gurkor,63,13.794025715568289,13.211839633663317,14.416062189490718,13.017714303269035,14.611042795199134
gurkor,64,13.789291026815718,13.213417672268662,14.413140684621991,13.009733254966367,14.616169121976572
gurkor,65,13.796444628680256,13.200806524615512,14.415707444903317,13.00279051816978,14.636001133147474
gurkor,66,13.793793631035712,13.202798837320074,14.415196784446954,12.97986157367461,14.638066501797068
gurkor,67,13.791659147751808,13.196619077666329,14.418915648815068,12.98226857600697,14.647254133079196
gurkor,68,13.791503829843077,13.187635116970865,14.422955420584664,12.977766787843125,14.657792685419961
gurkor,69,13.793534992636765,13.187180543414147,14.42979486595222,12.96946994361155,14.667101073953607
gurkor,70,13.791004602488258,13.177893109737477,14.430875673235938,12.977707592573644,14.677946475740441
gurkor,71,13.79381205310187,13.172085170163363,14.45905403306491,12.96027397611962,14.686533768469879
gurkor,72,13.795553725717895,13.167341742093617,14.473100001539546,12.95934833230129,14.695712758293704
gurkor,73,13.793417453383771,13.154877302816598,14.480248615073076,12.95484650207736,14.71581746964711
gurkor,74,13.794428995522477,13.137362825001338,14.480015288054927,12.934613255457386,14.734810451751093
gurkor,75,13.796823331485333,13.13336078912789,14.49584159792276,12.925339913118025,14.753477910234176
gurkor,76,13.796964920840884,13.12640771436487,14.506593249696733,12.919370558326587,14.768114094444686
gurkor,77,13.795501669284283,13.110387561343549,14.514595463364413,12.894369181821105,14.771253720905612
gurkor,78,13.79417743241881,13.104900869565892,14.510019721876303,12.887376348011468,14.796597459743808
gurkor,79,13.795817619051032,13.109529025304973,14.524248320886237,12.878889542650649,14.803059373601291
